,name,category,address,tel,description,summary
105,GAS PLUS,Editeurs,"Rue 9123, Après la Rue de la Société ADEOTI, à Droite, Zogbohouè 02 BP 931 Cotonou - Bénin",Tel:+2290121381828,"Imprimerie, Edition, Production Audiovisuelle.","EditeursImprimerie, Edition, Production Audiovisuelle."
106,GROUPE DE PRESSE FRATERNITE,Editeurs,"Siège: Av. de l'Europe, en face de la Station Mènontin Mènontin - 05 BP 915 Cotonou - Bénin",Tel:+2290121384770,,Editeurs
107,GROUPE DE PRESSE LE TELEGRAMME,Editeurs,"C/169, Avenue Mgr Isidore De Souza, En allant vers le Pont Tokpa, 1er Etage du Bât. Jaune, Benekpo Akpakpa - 06 BP 1519 Cotonou - Bénin",Tel:+2290121333213,,Editeurs
108,SENIORDEV,Editeurs,Akpakpa cotonou - Bénin,Tel:+2290151034444,Nous sommes dans la transformation digitale.,EditeursNous sommes dans la transformation digitale.
109,AGENCE ARCOM,Enseignes - Gravures,"03 BP 0830, Vodjè, Bld. du Canada - Plan A3 - Page 170 Cotonou - Bénin",Tel:+2290121303335,,Enseignes - Gravures
110,ART PEINTURE PANI TOURISME,Enseignes - Gravures,2ème à gauche derrière le CEG AKPAKPA (De la place Lénine vers carrefour la ROCHE) Cotonou - Bénin,+2290197723149,"Centre d’Art, de Peinture, de la Sérigraphie et d’Enseignes Lumineuses.","Enseignes - GravuresCentre d’Art, de Peinture, de la Sérigraphie et d’Enseignes Lumineuses."
111,AZAE JEAN (Sté),Enseignes - Gravures,"01 BP 2517, Tokpa hoho, Bld. Mgr F. Steinmeitz - Plan G3 - Page 173 Cotonou - Bénin",Tel:+2290121315393,,Enseignes - Gravures
112,ETS EMC WORLD,Enseignes - Gravures,"Derrière le Stade Matieu KEREKOU, Boutique 537, Kouhounou Cotonou - Bénin",+2290197500960,"Conception et fabrication des toutes sortes d'enseignes Découpe de différentes formes et lettres pour enseignes dans le plexiglas, le PVC foam, Alucobonde, bois et autres... Vente de lettres 3D, Gravure laser et mécanique pour différentes plaques signalétiques","Enseignes - GravuresConception et fabrication des toutes sortes d'enseignes Découpe de différentes formes et lettres pour enseignes dans le plexiglas, le PVC foam, Alucobonde, bois et autres... Vente de lettres 3D, Gravure laser et mécanique pour différentes plaques signalétiques"
113,Graphicolors Bénin,Enseignes - Gravures,- - Missessin Littoral Cotonou - Bénin,+2290197874495,,Enseignes - Gravures
114,ONZE ART,Enseignes - Gravures,00229 Atlantique Department Kokotome - Bénin,+2290153444445,,Enseignes - Gravures
115,CAPRI DECOR PLUS,Enseignes lumineuses,A 10 mètres de l’Eglise des Assemblées de Dieu - Saint-Jean Jéricho Cotonou - Bénin,Tel:+2290198146919,"CAPRIDECORPLUS est spécialisé dans la conception des enseignes publicitaires (lumineuse et non lumineuse), de logos décoratifs, des signalétiques, des adhésifs sur vitrines, des décors de véhicules publicitaires et d’entreprises, des impressions numériques (bâche, vinyle, one way, toile), des totems, des idées cadeaux (portes clés, tableaux, gadgets personnalisé, …), de la conception de logo/ affiches publicitaire et bien d’autres choses pour la visibilité de vos produits, de votre marque ou de...","Enseignes lumineusesCAPRIDECORPLUS est spécialisé dans la conception des enseignes publicitaires (lumineuse et non lumineuse), de logos décoratifs, des signalétiques, des adhésifs sur vitrines, des décors de véhicules publicitaires et d’entreprises, des impressions numériques (bâche, vinyle, one way, toile), des totems, des idées cadeaux (portes clés, tableaux, gadgets personnalisé, …), de la conception de logo/ affiches publicitaire et bien d’autres choses pour la visibilité de vos produits, de votre marque ou de..."
116,LighTech LT,Enseignes lumineuses,00229 - Houenoussou Atlantique Department Cotonou - Bénin,+2290161744777,,Enseignes lumineuses
117,Professionality,Enseignes lumineuses,"BP: 358 ABOMEY CALAVI, traffic local Houédonou-échangeur Atlantique Department Abomey Calavi - Bénin",+2290199301564,,Enseignes lumineuses
118,ADJIA,Enseignes lumineuses,1684 Atlantique Department Ab/calavi - Bénin,+2290163778779,,Enseignes lumineuses
119,ANIEL & CO,Enseignes lumineuses,Agla Cotonou - 444 - Bénin,+2290152697978,"Société spécialisée dans la réalisation d'enseignes lumineuses , objets de décorations d' intérieur ,impression numérique, sérigraphie","Enseignes lumineusesSociété spécialisée dans la réalisation d'enseignes lumineuses , objets de décorations d' intérieur ,impression numérique, sérigraphie"
120,AROBASE ART,Enseignes lumineuses,Cadjehoun Cotonou - Bénin,+2290197126699,,Enseignes lumineuses
121,ART PEINTURE PANI TOURISME,Enseignes lumineuses,2ème à gauche derrière le CEG AKPAKPA (De la place Lénine vers carrefour la ROCHE) Cotonou - Bénin,+2290197723149,"Centre d’Art, de Peinture, de la Sérigraphie et d’Enseignes Lumineuses.","Enseignes lumineusesCentre d’Art, de Peinture, de la Sérigraphie et d’Enseignes Lumineuses."
122,Alafiatechnologie,Enseignes lumineuses,01bp02 - Yenawa Atlantique Department Cotonou - Bénin,+2290166285734,,Enseignes lumineuses
123,BBN Africa ltd,Enseignes lumineuses,Rue 512 - Aidjedo Atlantique Department Cotonou - Bénin,+2290167695252,BBN Africa est le leader de la sécurité industrielle : Instrumentation - sécurité industrielle - aménagement - signalisation et marquage,Enseignes lumineusesBBN Africa est le leader de la sécurité industrielle : Instrumentation - sécurité industrielle - aménagement - signalisation et marquage
124,CBS COMMUNICATION BÉNIN,Enseignes lumineuses,- Atlantique Department Cotonou - Bénin,+2290195796655,,Enseignes lumineuses
125,COGECO,Enseignes lumineuses,"PK6, Non loin de la Mosquée de Jonké Jonquet - 06 BP 1164 Cotonou - Bénin",Tel:+2290121317163,,Enseignes lumineuses
126,EMC WORLD,Enseignes lumineuses,Rue 513 - Aidjedo Littoral Cotonou - Bénin,+2290197500960,,Enseignes lumineuses
127,EMPREINTES.COM,Enseignes lumineuses,"Derrière la mairie Zogbo, von CACOGEC Cotonou - Bénin",+2290152779999,"Spécialiste de la réalisation des supports de communication, Empreintes Com propose des services de fabrication d’enseignes, de totems, de trophées, de découpe CNC, de découpe laser, ainsi que divers éléments liés à ce domaine.","Enseignes lumineusesSpécialiste de la réalisation des supports de communication, Empreintes Com propose des services de fabrication d’enseignes, de totems, de trophées, de découpe CNC, de découpe laser, ainsi que divers éléments liés à ce domaine."
128,Enseigne lumineuse (groupe actifsignal Bénin),Enseignes lumineuses,99CR+4F9 - Houenoussou Littoral Cotonou - Bénin,+2290199457635,,Enseignes lumineuses
129,GRAPHICOLOR,Enseignes lumineuses,Akpakpa abokicodji centre cotonou Cotonou - Bénin,+2290196155736,"Conception Réalisations d'enseignes lumineuses, lettre individuelle 3D avec éclairage LED, caissons lumineux, caissons alu-composite, enseigne totem, enseigne drapeau, découpe laser, Signalétique intérieur / extérieur, plaques professionnelles en plexiglas, gravure laser et mécanique sur plastique, marbre, granite etc...","Enseignes lumineusesConception Réalisations d'enseignes lumineuses, lettre individuelle 3D avec éclairage LED, caissons lumineux, caissons alu-composite, enseigne totem, enseigne drapeau, découpe laser, Signalétique intérieur / extérieur, plaques professionnelles en plexiglas, gravure laser et mécanique sur plastique, marbre, granite etc..."
130,GRAPICOLOR BENIN,Enseignes lumineuses,"ilot18, Misséssin Akpakpa Cotonou - Bénin",+2290197874495,"Réalisations de tous genres d'enseignes lumineux, lettre individuelle, découpe plexiglas et d'autres supports,lettre 3d, éclairage LED, revêtement façade en alucobond, totem signalétique, gravure sur plexiglas, marbre, granite","Enseignes lumineusesRéalisations de tous genres d'enseignes lumineux, lettre individuelle, découpe plexiglas et d'autres supports,lettre 3d, éclairage LED, revêtement façade en alucobond, totem signalétique, gravure sur plexiglas, marbre, granite"
131,IMSAGC (IMPRIMERIE MULTI SERVICES D'ART ET GENIE-CIVIL),Enseignes lumineuses,"Lot 1434, Face Motos Sanya Vitraco Vêdoko Cotonou - Bénin",+2290197980461,,Enseignes lumineuses
132,JACOB'S INT,Enseignes lumineuses,"Seme kpodji, Akpokpota Sèmè-Podji - 00229 - Bénin",Tel:+2290197476479,"Réalisation de toutes sortes d'enseignes lumineuse et non lumineuse, des Panneaux publicitaires de tout genre, des impressions numériques, des branding de toutes sortes, réalisations de cachets; Etc. . .","Enseignes lumineusesRéalisation de toutes sortes d'enseignes lumineuse et non lumineuse, des Panneaux publicitaires de tout genre, des impressions numériques, des branding de toutes sortes, réalisations de cachets; Etc. . ."
133,LE DESSINATEUR,Enseignes lumineuses,- Cotonou - Bénin,+2290195063404,"Enseignes Lumineuses, Panneaux Publicitaires, Impression T-shirt","Enseignes lumineusesEnseignes Lumineuses, Panneaux Publicitaires, Impression T-shirt"
135,ONZE ART,Enseignes lumineuses,- Cotonou - Bénin,+2290153444445,,Enseignes lumineuses
136,PRO-TAL,Enseignes lumineuses,Womey Abomey-Calavi - Bénin,,"Conception, réalisation et installation des enseignes lumineuses, développement web et des applications de gestion, de base de donnée.","Enseignes lumineusesConception, réalisation et installation des enseignes lumineuses, développement web et des applications de gestion, de base de donnée."
137,SHINY TECH CREATION,Enseignes lumineuses,- Cotonou - Bénin,+2290190003065,,Enseignes lumineuses
138,SIGNALETIQUE,Enseignes lumineuses,"Yenandjro, carrefour fraternité maison, lot Togoudo 5699C Womey Abomey-Calavi - Bénin",Tel:+2290153916163,"Entreprise béninoise exerçant dans le domaine de la signalétique, marquage et enseigne lumineuse de tout genre. Nous mettons également à la disposition de notre clientèle des impressions numériques grand format à des prix défiant toute concurrence.","Enseignes lumineusesEntreprise béninoise exerçant dans le domaine de la signalétique, marquage et enseigne lumineuse de tout genre. Nous mettons également à la disposition de notre clientèle des impressions numériques grand format à des prix défiant toute concurrence."
139,World wide sarl,Enseignes lumineuses,"Mson KOUTOMI, 212 Ayélawadjê Akpakpa - Ayelawadje Littoral Cotonou - Bénin",+2290197535345,,Enseignes lumineuses
140,Africa Culture,Evénementiel,"00229 Rue de l'école Jean Piaget,iita Atlantique Department Godomey - Bénin",+2290143421191,,Evénementiel
141,Agence Topcom,Evénementiel,- Département de l’Ouémé Porto-Novo - Bénin,+2290162048527,,Evénementiel
142,Ayòdé Communication & Events,Evénementiel,02 BP 1469 - Gbegamey Littoral Cotonou - Bénin,+2290197553877,,Evénementiel
143,BEK'S SERVICES,Evénementiel,02BP000 Atlantique Department Cotonou - Bénin,+2290197195618,,Evénementiel
144,BIENVENUE 2020,Evénementiel,FJMF+732 Inconnue Département de l’Ouémé Porto-Novo - Bénin,+2290166451341,,Evénementiel
145,C & P Partners,Evénementiel,01 BP 1403 - Houenoussou Littoral Cotonou - Bénin,+2290195212233,,Evénementiel
146,CARRE DESIGN,Evénementiel,Ave Clozel - Guinkomey Atlantique Department Cotonou - Bénin,+2290161521214,"Carre Design est une entreprise de communication, de marketing et d’évènementiel. Elle dispose d’une équipe dynamique, jeune et très efficace ayant des compétences intellectuelles requise.","EvénementielCarre Design est une entreprise de communication, de marketing et d’évènementiel. Elle dispose d’une équipe dynamique, jeune et très efficace ayant des compétences intellectuelles requise."
147,CHARM MELOVE SERVICES,Evénementiel,275 Département de l’Ouémé Abomey Calavi - Bénin,+2290197184968,,Evénementiel
148,Cris’events,Evénementiel,01 bp 122 - Saint-Michel Littoral Cotonou - Bénin,+2290196215186,,Evénementiel
149,DESIBELLES FÊTES,Evénementiel,Agori Aledjo Atlantique Department Abomey Calavi - Bénin,+2290196967576,,Evénementiel
150,Décor Action Evènementiel,Evénementiel,00229 Atlantique Department Cotonou - Bénin,+2290197764234,,Evénementiel
151,EASY SERVICES CO,Evénementiel,"93, Rue 13339 - Houenoussou Littoral Cotonou - Bénin",+2290153214290,,Evénementiel
152,EVENTIK,Evénementiel,Avenue du Canada - Cadjehoun Cadjèhoun Cotonou - Bénin,+2290197418194,"Eventik experte en organisation de mariages et de décoration, Sorayath ALI LERICHE notre wedding planner mettra son expérience, son professionnalisme et son équipe au service de votre projet de mariage et à sa réalisation dans les moindres détails. Notre agence événementielle reconnue pour son travail de grande qualité vous ouvrira les portes des meilleurs lieux et des meilleurs prestataires pour satisfaire vos attentes de manière précise.","EvénementielEventik experte en organisation de mariages et de décoration, Sorayath ALI LERICHE notre wedding planner mettra son expérience, son professionnalisme et son équipe au service de votre projet de mariage et à sa réalisation dans les moindres détails. Notre agence événementielle reconnue pour son travail de grande qualité vous ouvrira les portes des meilleurs lieux et des meilleurs prestataires pour satisfaire vos attentes de manière précise."
153,Eclat Event et Logistics,Evénementiel,Rue 1501 - Avotrou Littoral Cotonou - Bénin,+2290199042525,,Evénementiel
154,Ets Business Plan Bénin,Evénementiel,- Atlantique Department Abomey Calavi - Bénin,+2290166451359,,Evénementiel
155,Evenemenciel,Evénementiel,C 124 Zongo Ehuzu 01 Boite P 22 RP - Cadjehoun Atlantique Department Cotonou - Bénin,+2290121316060,,Evénementiel
156,Event's House,Evénementiel,02Bp260 Gbégamey Lot 759 - Cadjehoun Littoral Cotonou - Bénin,+2290195135033,,Evénementiel
